,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
XS2487342649,0.0,0.0,0.0,94.91,2.76,3.05,6.18,2032-06-01,2.125,6.8,0.11,0.01,0.24,18
FR0014001N38,2.0,13000.0,15000.0,95.07,2.56,2.87,4.33,2031-07-25,0.1,5.95,0.11,0.05,0.69,18
FR001400QCA1,0.0,0.0,0.0,87.0,3.41,3.75,11.9,2043-07-25,0.95,17.96,0.11,0.0,0.53,18
IT0006596909,0.0,0.0,0.0,99.7,2.39,2.69,0.17,2025-10-17,2.464,0.18,0.11,0.0,0.47,18
GR0138010765,7.0,500.0,14340.0,101.4,3.49,4.02,9.43,2038-02-24,4.3,12.54,0.1,0.03,0.3,17
GR0138018842,1.0,3000.0,3000.0,97.96,3.72,4.24,16.45,2054-06-15,4.125,28.85,0.1,0.04,0.76,17
XS2433363509,0.0,0.0,0.0,86.57667,2.62,2.66,6.22,2032-01-20,0.25,6.44,0.1,0.0,0.5,17
XS1470601656,0.0,0.0,0.0,99.66,1.99,2.59,1.35,2027-01-11,2.25,1.41,0.1,0.0,0.2,17
XS1713475306,0.0,0.0,0.0,100.9,2.14,2.5,4.1,2030-01-27,2.75,4.46,0.1,0.0,0.2,17
XS2092610141,0.0,0.0,0.0,99.66,4.77,6.39,0.23,2026-12-17,5.879,1.34,0.1,0.0,2.19,17
XS2010026214,0.0,0.0,0.0,103.81,2.86,3.4,5.1,2031-06-16,4.25,5.84,0.1,0.0,0.42,17
XS2577109049,0.0,0.0,0.0,101.39,2.44,2.8,6.51,2033-01-19,2.9,7.44,0.1,0.02,0.6,17
EU000A2SCAD0,0.0,0.0,0.0,100.0,1.6,1.8,0.33,2025-12-15,1.5,0.34,0.1,0.0,0.42,17
EU000A28X702,0.0,0.0,0.0,75.6,3.04,3.06,9.47,2035-06-10,0.125,9.83,0.1,0.0,0.92,17
GR0138017836,2.0,10000.0,12000.0,66.44,3.79,4.1,18.43,2052-01-24,1.875,26.46,0.1,0.01,0.34,17
GR0138007738,3.0,29899.0,37924.0,102.46,3.45,3.98,7.6,2035-02-24,4.3,9.54,0.1,0.04,0.65,17
XS3063879368,0.0,0.0,0.0,101.25,2.94,3.39,7.37,2034-05-07,3.5,8.73,0.09,0.03,0.13,15
GR0138008744,0.0,0.0,0.0,104.91477,3.04,3.56,8.31,2036-02-24,4.3,10.54,0.09,0.01,0.63,15
IT0006526609,0.0,0.0,0.0,200.44067,2.42,2.5,3.36,2029-01-22,,3.44,0.09,0.0,1.19,15
AT0000A38239,0.0,0.0,0.0,104.7,2.07,2.49,4.61,2030-10-20,3.45,5.19,0.09,0.02,0.64,15
ES00000127C8,1.0,2000.0,2000.0,101.15571,2.08,2.73,3.77,2030-11-30,1.0,5.3,0.09,0.01,0.33,15
EU000A2SCAE8,0.0,0.0,0.0,100.27,1.8,2.1,2.54,2028-04-11,2.375,2.66,0.09,0.0,0.19,15
IT0004976632,0.0,0.0,0.0,75.88,2.91,3.28,8.28,2034-03-01,,8.55,0.09,0.0,0.3,15
BE0000338476,0.0,0.0,0.0,66.0,3.7,3.96,16.95,2047-06-22,1.6,21.87,0.09,0.03,0.25,15
XS2482780561,0.0,0.0,0.0,97.35435,2.76,3.55,0.97,2033-06-27,3.0105,7.87,0.09,0.02,0.24,15
XS1693818525,0.0,0.0,0.0,95.32,2.27,2.64,3.9,2029-10-04,1.375,4.14,0.09,0.0,0.19,15
FR0011982776,0.0,0.0,0.0,100.14,1.9,2.74,3.56,2030-07-25,0.7,4.95,0.09,0.05,0.34,15
XS1937018841,0.0,0.0,0.0,101.51,1.16,2.11,0.98,2027-01-24,4.171,1.45,0.09,0.0,0.35,15
PTOTEROE0014,0.0,0.0,0.0,106.73,1.86,2.33,4.07,2030-02-15,3.875,4.51,0.09,0.0,0.33,15
DE000A2LQH10,0.0,0.0,0.0,99.841,1.58,1.66,0.09,2025-09-15,0.25,0.09,0.09,0.01,0.33,15
FR0010447367,0.0,0.0,0.0,102.45,3.03,3.64,9.59,2040-07-25,,14.96,0.09,0.02,0.62,15
XS2975280509,0.0,0.0,0.0,101.75364,2.26,2.64,4.04,2030-01-16,3.0,4.43,0.09,0.0,0.25,15
XS2056491587,0.0,0.0,0.0,95.15,2.41,2.97,4.68,2030-10-01,2.124,5.13,0.09,0.0,0.18,15
XS2024716099,0.0,0.0,0.0,86.04,2.84,3.25,8.11,2034-07-05,1.375,8.9,0.08,0.01,0.48,14
GR0124034688,0.0,0.0,0.0,103.58,1.57,2.17,2.31,2028-01-30,3.75,2.46,0.08,0.0,0.13,14
PTOTEOOE0033,0.0,0.0,0.0,87.44809,2.57,2.61,5.95,2031-10-17,0.3,6.18,0.08,0.01,5.34,14
FR0013209871,0.0,0.0,0.0,69.03,3.57,3.84,15.65,2047-07-25,0.1,21.96,0.08,0.0,0.78,14
NL0009487453,0.0,0.0,0.0,,,,,,,,0.08,0.0,0.24,14
BE0000348574,1.0,30000.0,30000.0,64.34,3.77,4.05,18.29,2050-06-22,1.7,24.87,0.08,0.02,0.29,14
GR0133006198,0.0,0.0,0.0,103.315,2.39,2.92,2.34,2028-02-24,4.3,2.53,0.08,0.01,0.45,14
GR0133009226,1.0,1600.0,1600.0,103.79,2.76,3.28,4.81,2031-02-24,4.3,5.53,0.08,0.01,0.31,14
ES0000012M69,1.0,4000.0,4000.0,105.24667,3.14,3.63,8.99,2039-11-30,2.05,14.3,0.08,0.02,0.26,14
XS2716887844,0.0,0.0,0.0,110.45,3.06,3.65,8.35,2036-05-13,4.875,10.75,0.08,0.0,0.28,14
XS2234571771,0.0,0.0,0.0,59.31,3.77,4.01,18.81,2050-09-23,1.375,25.13,0.08,0.0,0.37,14
XS1508566392,0.0,0.0,0.0,96.18357,2.15,2.28,3.07,2028-10-25,1.0,3.2,0.08,0.01,0.25,14
EU000A1G0DD4,0.0,0.0,0.0,67.69,3.41,3.6,16.22,2045-02-17,1.2,19.53,0.08,0.01,0.3,14
EU000A1G0EN1,0.0,0.0,0.0,98.13106,1.74,1.74,0.92,2026-07-20,,0.93,0.08,0.0,0.83,14
IE000GVLBXU6,0.0,0.0,0.0,95.92,3.04,3.44,13.32,2043-10-18,3.0,18.19,0.07,0.0,0.27,12
IT0005580052,0.0,0.0,0.0,103.196,2.69,3.77,6.98,2034-02-28,4.25,8.55,0.07,0.0,0.21,12
DE000A11QTF7,0.0,0.0,0.0,90.86,2.28,2.39,4.55,2030-04-23,0.375,4.69,0.07,0.0,0.17,12
IE00BV8C9186,0.0,0.0,0.0,80.92273,3.19,3.48,15.16,2045-02-18,2.0,19.53,0.07,0.0,0.18,12
IE00BMD03L28,0.0,0.0,0.0,85.5,2.68,2.73,6.89,2032-10-18,0.35,7.18,0.07,0.0,0.2,12
IE00BFZRPZ02,0.0,0.0,0.0,90.1,2.61,2.78,7.18,2033-05-15,1.3,7.76,0.07,0.01,0.29,12
XS2679922828,0.0,0.0,0.0,103.25,2.65,3.08,10.17,2038-09-13,3.45,13.09,0.07,0.01,0.51,12
EU000A3KNYG5,0.0,0.0,0.0,54.5,3.56,3.64,18.67,2046-05-02,0.45,20.73,0.07,0.0,0.46,12
EU000A3K4EW6,0.0,0.0,0.0,101.7422,1.74,2.11,2.18,2027-12-06,2.875,2.31,0.07,0.0,0.27,12
XS2013682609,0.0,0.0,0.0,100.22909,1.87,2.6,0.97,2029-06-24,2.834,3.86,0.07,0.01,0.47,12
DE000A2TSDD4,0.0,0.0,0.0,100.594,0.08,0.32,0.61,2026-03-25,0.875,0.61,0.07,0.0,0.37,12
FI4000242870,0.0,0.0,0.0,67.15,3.41,3.63,17.34,2047-04-15,1.375,21.68,0.07,0.0,0.31,12
XS0231558858,0.0,0.0,0.0,99.80333,2.02,2.32,0.98,2035-10-24,2.872,10.2,0.07,0.01,0.25,12
FI4000557525,0.0,0.0,0.0,101.86,2.0,2.37,3.43,2029-04-15,2.875,3.67,0.07,0.0,0.35,12
IE00BDHDPR44,4.0,650000.0,965000.0,96.94,1.98,2.1,2.67,2028-05-15,0.9,2.75,0.06,0.0,7.39,11
IE00BKFVC899,0.0,0.0,0.0,88.97,2.47,2.51,5.02,2030-10-18,0.2,5.18,0.06,0.01,0.45,11
IE00BH3SQB22,5.0,10000.0,80000.0,66.72,3.31,3.55,18.98,2050-05-15,1.5,24.77,0.06,0.0,0.34,11
IE00BKFVC345,0.0,0.0,0.0,78.19333,3.0,3.06,9.26,2035-05-15,0.4,9.76,0.06,0.02,0.37,11
IT0004976715,0.0,0.0,0.0,62.48,3.42,3.82,12.09,2038-03-01,,12.55,0.06,0.0,0.08,11
XS2168038847,1.0,10000.0,10000.0,91.76,2.59,2.69,4.53,2030-05-06,0.75,4.73,0.06,0.0,0.16,11
EU000A1G1Q17,0.0,0.0,0.0,104.35,2.34,2.76,5.85,2032-04-04,3.375,6.64,0.06,0.01,0.21,11
XS2181347183,0.0,0.0,0.0,89.6,2.48,2.51,4.69,2030-06-10,0.125,4.82,0.06,0.0,0.9,11
FR0000186413,0.0,0.0,0.0,110.32,0.32,1.78,2.77,2029-07-25,3.4,3.95,0.06,0.0,0.37,11
FR0011008705,0.0,0.0,0.0,103.3,0.12,2.26,1.42,2027-07-25,1.85,1.95,0.06,0.0,0.33,11
IT0006527300,0.0,0.0,0.0,183.04333,2.2,2.28,3.46,2029-02-26,,3.54,0.06,0.01,0.15,11
EU000A1G0ED2,0.0,0.0,0.0,82.77,2.87,3.0,8.96,2035-04-10,0.875,9.66,0.06,0.0,0.3,11
EU000A18YZ05,1.0,5000.0,5000.0,81.8,3.04,3.2,9.66,2036-04-04,1.125,10.65,0.06,0.0,0.37,11
GR0128015725,0.0,0.0,0.0,105.74945,2.48,3.08,6.33,2033-01-30,3.9,7.47,0.06,0.01,0.24,11
XS0935427970,0.0,0.0,0.0,101.35,1.64,2.4,2.63,2028-05-24,2.875,2.78,0.05,0.0,0.4,10
NL0015001RG8,0.0,0.0,0.0,99.9125,2.87,3.28,13.45,2044-01-15,3.25,18.43,0.05,0.0,0.82,10
XS1395021089,0.0,0.0,0.0,98.25,1.0,1.32,0.66,2026-04-14,1.25,0.67,0.05,0.0,0.2,10
SI0002103164,1.0,1000.0,1000.0,102.0,0.82,1.44,0.62,2026-03-30,5.125,0.62,0.05,0.0,0.14,10
DE000A2DAR40,0.0,0.0,0.0,80.6,2.75,3.08,10.7,2037-06-15,1.125,11.84,0.05,0.0,0.41,10
IT0004976590,0.0,0.0,0.0,83.11,2.53,2.86,6.37,2032-03-01,,6.55,0.05,0.0,0.37,10
XS2466405649,1.0,10000.0,10000.0,100.28,1.32,1.85,0.25,2027-04-19,2.024,1.68,0.05,0.0,0.14,10
EU000A1G0AT6,0.0,0.0,0.0,102.59448,2.71,3.13,9.45,2037-04-03,3.375,11.64,0.05,0.01,0.22,10
EU000A3K4DE6,0.0,0.0,0.0,79.39667,3.08,3.25,10.65,2037-06-04,1.125,11.81,0.05,0.0,0.8,10
XS2829713218,0.0,0.0,0.0,104.15,3.18,4.08,8.76,2034-09-25,,9.12,0.05,0.01,3.61,10
XS2308323661,4.0,3000.0,20000.0,75.0,3.02,3.05,10.15,2036-03-17,0.2,10.6,0.05,0.01,0.49,10
DE000A383P48,0.0,0.0,0.0,99.69,1.94,2.6,5.54,2031-10-15,2.5,6.17,0.05,0.0,0.15,10
XS2979761769,0.0,0.0,0.0,100.46,2.32,2.69,4.08,2030-01-28,2.875,4.46,0.04,0.0,0.13,8
EU000A2SCAK5,0.0,0.0,0.0,102.06,2.75,3.17,10.15,2038-08-30,3.375,13.05,0.04,0.0,0.21,8
PTOTVMOE0000,0.0,0.0,0.0,,,,,,,,0.04,0.0,0.2,8
XS1823502650,0.0,0.0,0.0,,,,,,,,0.04,0.0,0.27,8
EU000A3KRJR4,0.0,0.0,0.0,57.48,3.54,3.67,18.36,2047-01-04,0.75,21.41,0.04,0.0,0.38,8
XS1505567088,0.0,0.0,0.0,59.81,3.4,3.56,18.52,2047-09-13,0.875,22.1,0.04,0.0,0.39,8
DE000A2TSDE2,0.0,0.0,0.0,96.05,2.06,2.54,5.22,2031-03-25,1.75,5.61,0.04,0.0,0.21,8
XS2740429076,0.0,0.0,0.0,100.915,2.69,3.11,7.16,2034-01-17,3.25,8.43,0.04,0.0,0.12,8
XS2436031533,0.0,0.0,0.0,100.135,0.63,1.15,0.16,2025-10-13,2.001,0.16,0.04,0.0,0.2,8
XS1955187932,0.0,0.0,0.0,81.76,2.99,3.51,11.48,2039-02-28,1.75,13.55,0.04,0.0,0.34,8
EU000A4D5QM6,0.0,0.0,0.0,101.3,1.89,2.22,2.75,2028-07-04,2.625,2.89,0.04,0.0,0.16,8
XS1241085353,0.0,0.0,0.0,98.28,2.42,3.1,0.97,2027-11-26,3.472,2.28,0.04,0.0,0.35,8
FR0000188799,0.0,0.0,0.0,114.0,1.86,2.99,4.65,2032-07-25,3.15,6.95,0.04,0.0,0.17,8
DE000A2GSCX1,0.0,0.0,0.0,86.3,2.96,3.56,10.13,2037-07-03,2.125,11.89,0.04,0.0,0.52,8
DE000A2LQSH4,0.0,0.0,0.0,96.2,1.9,2.12,2.79,2028-06-28,0.75,2.87,0.04,0.0,0.33,8
EU000A2SCAU4,0.0,0.0,0.0,101.15,2.4,2.75,6.35,2032-09-27,2.75,7.13,0.03,0.0,0.09,6
GR0124037715,0.0,0.0,0.0,89.38238,2.69,2.8,5.57,2031-06-18,0.75,5.85,0.03,0.0,0.26,6
EU000A3L1CN4,0.0,0.0,0.0,102.1,2.06,2.42,3.78,2029-10-05,2.875,4.15,0.03,0.0,0.64,6
GR0128016731,1.0,1000.0,1000.0,89.51,3.08,3.34,8.35,2035-02-04,1.875,9.48,0.03,0.0,0.2,6
IE00BFZRQ242,1.0,1000.0,1000.0,94.6964,2.3,2.48,5.26,2031-03-18,1.35,5.59,0.03,0.0,2.16,6
EU000A1Z99W5,0.0,0.0,0.0,100.04,2.47,2.82,8.18,2035-02-26,2.75,9.54,0.03,0.0,0.08,6
XS2436031616,0.0,0.0,0.0,100.0,1.82,2.36,0.24,2027-10-13,2.001,2.16,0.03,0.0,0.13,6
FI4000440557,0.0,0.0,0.0,63.7,3.43,3.48,14.2,2040-09-15,0.25,15.1,0.03,0.0,0.17,6
XS1828046570,0.0,0.0,0.0,94.92,2.04,2.19,6.79,2032-11-15,1.125,7.26,0.03,0.0,0.53,6
PTOTENOE0034,4.0,1294.0,7294.0,80.86,3.04,3.17,9.32,2035-10-12,0.9,10.17,0.03,0.0,0.1,6
GR0124040743,1.0,2000.0,2000.0,101.92,2.83,3.26,7.51,2034-06-15,3.375,8.84,0.03,0.0,0.18,6
EU000A2SCAJ7,0.0,0.0,0.0,103.11467,2.06,2.44,4.52,2030-07-10,3.0,4.91,0.03,0.0,0.19,6
EU000A3KP2Z3,0.0,0.0,0.0,73.2,3.15,3.19,10.2,2036-04-22,0.25,10.7,0.03,0.0,1.43,6
XS2049616894,1.0,5000.0,5000.0,81.41,2.8,2.95,8.56,2034-09-05,0.5,9.07,0.03,0.0,0.56,6
XS1685354653,0.0,0.0,0.0,100.018,-2.0,-1.36,0.13,2025-09-29,2.5,0.13,0.03,0.0,0.12,6
IE00080U68D3,0.0,0.0,0.0,90.91,3.27,3.69,18.27,2055-10-18,3.15,30.2,0.03,0.01,3.02,6
FI4000517677,0.0,0.0,0.0,61.85,3.47,3.55,16.07,2043-04-15,0.5,17.68,0.03,0.0,0.12,6
NL0013552060,1.0,1000.0,1000.0,70.27,3.12,3.2,13.35,2040-01-15,0.5,14.43,0.03,0.0,0.37,6
XS1508566558,0.0,0.0,0.0,71.8875,3.7,4.01,15.67,2046-10-25,2.0,21.21,0.03,0.0,0.26,6
EU000A1G0DN3,0.0,0.0,0.0,69.23,3.42,3.74,20.29,2056-02-28,2.0,30.56,0.02,0.0,0.13,5
SI0002103677,0.0,0.0,0.0,78.62,3.22,3.47,12.59,2040-11-03,1.75,15.23,0.02,0.0,0.13,5
IT0006715392,0.0,0.0,0.0,,,,,,,,0.02,0.0,0.11,5
XS1429037929,0.0,0.0,0.0,98.9027,1.22,1.27,0.81,2026-06-08,0.375,0.82,0.02,0.0,0.56,5
XS2314675997,0.0,0.0,0.0,88.5,2.42,2.43,5.13,2030-11-15,0.01,5.26,0.02,0.0,0.06,5
EU000A1G30R0,0.0,0.0,0.0,100.27,2.92,3.34,10.05,2038-04-04,3.375,12.65,0.02,0.0,0.79,5
IT0004848534,0.0,0.0,0.0,79.21,2.8,3.17,7.24,2033-02-01,,7.47,0.02,0.01,0.12,5
EU000A1Z99B9,0.0,0.0,0.0,99.47,1.48,1.58,1.55,2027-03-15,0.75,1.58,0.02,0.0,1.23,5
GR0124036709,0.0,0.0,0.0,95.38,2.43,2.63,4.58,2030-06-18,1.5,4.85,0.02,0.0,0.08,5
XS2610236528,0.0,0.0,0.0,102.3,2.07,2.44,4.3,2030-04-13,2.875,4.67,0.02,0.0,0.75,5
ES00000126D8,0.0,0.0,0.0,102.55636,3.37,3.86,19.32,2064-10-31,4.0,39.24,0.02,0.0,0.11,5
XS2604821228,2.0,3000.0,6000.0,106.38,2.69,3.16,6.68,2033-06-14,3.875,7.84,0.02,0.0,0.03,5
XS1641457277,0.0,0.0,0.0,70.19933,3.32,3.56,17.36,2047-11-15,1.5,22.27,0.02,0.0,0.23,5
XS2765498717,0.0,0.0,0.0,101.86273,2.89,3.33,7.15,2034-02-13,3.5,8.51,0.02,0.0,0.22,5
IE00BMQ5JM72,0.0,0.0,0.0,66.66,3.31,3.4,14.37,2041-04-22,0.55,15.7,0.01,0.0,0.05,1
XS2887903966,0.0,0.0,0.0,100.52,1.68,2.31,3.83,2029-10-04,2.375,4.14,0.01,0.0,0.06,1
XS2716887760,0.0,0.0,0.0,107.92,2.32,2.87,5.04,2031-05-13,4.375,5.75,0.01,0.0,0.11,1
EU000A2SCAR0,0.0,0.0,0.0,101.88,1.81,2.12,2.82,2028-07-27,2.5,2.95,0.01,0.0,0.31,1
EU000A2SCAP4,0.0,0.0,0.0,102.05,2.22,2.58,5.25,2031-05-28,2.875,5.79,0.01,0.0,0.1,1
GR0124038721,1.0,2000.0,2000.0,92.98,2.73,2.97,6.29,2032-06-18,1.75,6.85,0.01,0.0,0.1,1
GR0124035693,0.0,0.0,0.0,104.88,1.98,2.45,3.29,2029-03-12,3.875,3.58,0.01,0.0,0.06,1
XS2722876609,0.0,0.0,0.0,105.33,2.06,2.53,3.47,2029-05-22,3.875,3.77,0.01,0.0,0.06,1
XS2861062425,0.0,0.0,0.0,102.52625,2.26,2.62,5.38,2031-07-17,2.875,5.93,0.01,0.0,0.06,1
GR0118019679,0.0,0.0,0.0,100.376,1.37,1.6,0.93,2026-07-23,1.875,0.94,0.01,0.0,0.23,1
GR0114032577,0.0,0.0,0.0,99.296,1.81,1.83,0.49,2026-02-12,,0.5,0.01,0.0,10.3,1
IT0006715418,0.0,0.0,0.0,,,,,,,,0.01,0.0,0.07,1
FR0010809608,0.0,0.0,0.0,39.12,3.66,4.0,23.76,2050-04-25,,24.71,0.01,0.0,0.03,1
DE000A351MT2,0.0,0.0,0.0,103.19,1.41,2.22,2.92,2028-10-10,3.125,3.16,0.01,0.0,0.1,1
XS1441837546,0.0,0.0,0.0,90.38,2.45,2.71,5.62,2031-07-11,0.875,5.91,0.01,0.0,0.21,1
XS1619568139,0.0,0.0,0.0,72.31,3.76,4.09,16.05,2047-05-26,2.1,21.79,0.01,0.0,0.1,1
EU000A1G0D05,0.0,0.0,0.0,77.679,3.24,3.46,12.72,2040-09-05,1.45,15.07,0.01,0.0,0.18,1
GR0124041758,0.0,0.0,0.0,103.45,2.95,3.4,8.14,2035-06-15,3.625,9.84,0.01,0.0,0.22,1
XS1317187646,0.0,0.0,0.0,100.08,2.43,3.12,0.97,2028-03-10,3.011,2.57,0.01,0.0,0.23,1
DE000A13SL34,0.0,0.0,0.0,99.85,1.51,1.98,1.48,2027-02-22,1.75,1.53,0.01,0.0,0.16,1
XS0438844093,0.0,0.0,0.0,123.57,2.59,3.99,9.75,2039-07-07,6.125,13.9,0.01,0.0,0.4,1
XS1626600040,0.0,0.0,0.0,91.11,2.42,2.83,6.71,2032-12-08,1.5,7.32,0.01,0.0,0.18,1
XS1388661735,0.0,0.0,0.0,100.489,7.1,7.43,0.6,2026-04-01,1.25,0.63,0.01,0.0,0.23,1
SI0002104105,0.0,0.0,0.0,87.95,2.52,2.52,5.37,2031-02-12,,5.5,0.01,0.0,0.18,1
DE000A2GSE59,0.0,0.0,0.0,90.82,2.37,2.7,6.59,2032-09-15,1.125,7.09,0.01,0.0,0.13,1
DE000A2LQHT2,0.0,0.0,0.0,89.09,2.43,2.75,7.21,2033-05-09,1.125,7.74,0.01,0.0,0.52,1
SI0002103842,0.0,0.0,0.0,97.59,2.0,2.15,3.44,2029-03-14,1.1875,3.58,0.01,0.0,0.06,1
DE000A382400,0.0,0.0,0.0,101.38,1.83,2.54,5.01,2031-02-20,2.75,5.52,0.01,0.0,0.04,1
DE000A30V9M4,0.0,0.0,0.0,101.14,1.99,2.76,6.89,2033-06-07,2.875,7.82,0.01,0.0,0.47,1
XS2013677864,0.0,0.0,0.0,93.15,2.36,2.43,3.73,2029-06-19,0.5,3.85,0.01,0.0,0.06,1
XS1956050923,0.0,0.0,0.0,100.49,2.59,2.93,7.41,2034-02-26,2.75,8.54,0.01,0.0,0.06,1
EU000A1Z99U9,0.0,0.0,0.0,100.17,2.48,2.83,7.74,2034-09-15,2.75,9.09,0.01,0.0,0.1,1
EU000A1Z99V7,0.0,0.0,0.0,100.95974,0.85,1.14,2.04,2027-09-30,2.375,2.13,0.01,0.0,0.08,1
EU000A1Z99H6,0.0,0.0,0.0,94.63,2.12,2.19,3.45,2029-03-05,0.5,3.56,0.01,0.0,0.19,1
EU000A1G0D96,0.0,0.0,0.0,67.0,3.45,3.73,19.96,2053-07-17,1.75,27.94,0.01,0.0,0.08,1
EU000A1Z99S3,0.0,0.0,0.0,101.54,2.42,2.8,6.87,2033-08-23,3.0,8.03,0.01,0.0,0.49,1
XS2013678086,0.0,0.0,0.0,63.70625,3.77,4.05,17.92,2049-06-19,1.625,23.86,0.01,0.0,0.04,1
XS1828032786,0.0,0.0,0.0,99.6,1.76,2.12,0.3,2025-12-01,1.375,0.3,0.01,0.0,0.08,1
XS1980857319,0.0,0.0,0.0,69.7085,3.22,3.38,14.93,2042-11-14,1.0,17.26,0.01,0.0,0.11,1
XS2470210514,0.0,0.0,0.0,98.85,2.32,2.98,0.97,2027-09-06,3.449,2.06,0.01,0.0,0.1,1
XS2210006339,0.0,0.0,0.0,45.88,3.94,4.05,21.66,2050-07-28,0.5,24.97,0.01,0.0,0.03,1
XS2398666110,0.0,0.0,0.0,98.8102,2.25,2.82,0.97,2027-02-17,2.5,1.51,0.01,0.0,0.05,1
XS2364754411,0.0,0.0,0.0,47.71,3.89,4.05,21.39,2051-07-15,0.75,25.93,0.01,0.0,0.05,1
EU000A2SCAL3,0.0,0.0,0.0,104.42,1.89,2.32,3.39,2029-04-11,3.5,3.66,0.01,0.0,0.08,1
XS2814486093,1.0,1000.0,1000.0,96.25,3.24,4.06,1.04,2034-11-27,5.1,9.29,0.01,0.0,0.9,1
XS2906240028,0.0,0.0,0.0,100.81333,2.58,2.97,5.7,2032-01-24,3.0,6.45,0.01,0.0,0.28,1
XS2890420834,0.0,0.0,0.0,103.6,2.6,3.06,5.99,2032-09-05,3.625,7.07,0.01,0.0,0.06,1
BE6282460615,0.0,0.0,0.0,99.47333,1.98,2.71,2.16,2027-12-02,2.75,2.3,0.0,0.0,0.3,0
DE000A2DAR65,0.0,0.0,0.0,98.1,1.83,1.99,1.49,2027-02-22,0.625,1.53,0.0,0.0,0.0,0
DE000A289QR9,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A1ZZ028,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A1UDWN5,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A1HG1K6,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A3LH6U5,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
AT0000A3FA05,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A3LT431,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A4DFCK8,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A4EB2X2,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000A4EB2Y0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000CZ40LD5,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000CZ40LW5,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000CZ40M39,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL19T26,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL19VB0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL19VD6,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL19VT2,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL19VU0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000DL40SR8,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
DE000MS0H141,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2764405432,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2765024414,0.0,0.0,0.0,100.67,2.5,2.87,7.35,2034-02-14,2.9,8.51,0.0,0.0,0.0,0
XS2767499275,0.0,0.0,0.0,99.35,2.73,3.64,2.34,2028-02-19,3.375,2.52,0.0,0.0,0.0,0
XS2768943313,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2768943743,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2741304823,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2741331123,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2741344613,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2741493022,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2742975738,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2743711298,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2745344601,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2745725155,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2745726047,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2746182646,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2746209274,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2787827190,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2787827604,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2788600869,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2791959906,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2791960664,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2747600109,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2748847204,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2749779067,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS2750224201,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
