,Numero Contratti,Volume Ultimo,Volume totale,Prezzo ufficiale,Rendimento effettivo a scadenza netto,Rendimento effettivo a scadenza lordo,Duration modificata,Scadenza,Tasso Cedola su base Annua,anni_scadenza,median_monthly_volume_million,min_monthly_volume_million,max_monthly_volume_million,ratings
XS1721422902,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1721423462,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1725580622,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1733289406,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1629866432,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1551068676,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1637863629,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.1,0
XS1639488771,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1645722262,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1652855815,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1652866002,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1673096829,0.0,0.0,0.0,100.94118,,,,2025-08-29,0.25,0.04,0.0,0.0,0.02,0
XS1678966935,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1681519184,0.0,0.0,0.0,97.5,1.86,2.12,1.05,2026-09-12,1.0,1.08,0.0,0.0,0.1,0
XS1681521081,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1684385161,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1684385591,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1685542497,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1688199949,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1691781865,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1610681444,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1490726590,0.0,0.0,0.0,97.95,8.87,8.97,0.09,2025-09-15,0.375,0.09,0.0,0.0,0.1,0
XS1610698844,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1612542826,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1612543121,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1612543394,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1612940558,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1614416193,0.0,0.0,0.0,100.8395,0.94,1.32,0.26,2025-11-17,1.5,0.26,0.0,0.0,0.2,0
XS1615079974,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1615677280,0.0,0.0,0.0,96.02571,7.13,7.31,1.63,2027-05-18,0.625,1.76,0.0,0.0,0.04,0
XS1617898363,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1619567677,0.0,0.0,0.0,98.03,2.08,2.22,1.73,2027-05-26,0.95,1.78,0.0,0.0,0.08,0
XS1627947440,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1628401421,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1628404441,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1628404524,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1550951138,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1402921412,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1551446880,0.0,0.0,0.0,108.76,1.84,2.23,1.39,2027-01-19,1.375,1.43,0.0,0.0,0.0,0
XS1551917591,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1557095616,0.0,0.0,0.0,98.57,1.79,2.17,1.42,2027-01-30,1.375,1.46,0.0,0.0,0.38,0
XS1562614831,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1566101603,0.0,0.0,0.0,97.69,1.85,2.12,1.47,2027-02-14,1.0,1.5,0.0,0.0,0.1,0
XS1566190945,0.0,0.0,0.0,73.53,3.52,3.85,15.74,2047-02-15,2.25,21.52,0.0,0.0,0.0,0
XS1571982468,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1574158082,0.0,0.0,0.0,96.53,2.01,2.3,1.52,2027-03-06,1.0,1.56,0.0,0.0,0.19,0
XS1574950892,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1577952440,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1586555945,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1588019817,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1603892149,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1605365193,0.0,0.0,0.0,97.19,1.89,2.27,1.67,2027-05-03,1.375,1.72,0.0,0.0,0.29,0
XS1476654584,0.0,0.0,0.0,94.7,2.02,2.22,2.9,2028-08-15,0.75,3.01,0.0,0.0,0.47,0
XS1325645825,0.0,0.0,0.0,98.58,1.58,2.28,0.45,2026-01-27,2.75,0.45,0.0,0.0,0.2,0
XS1493328477,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1497606365,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1501554874,0.0,0.0,0.0,96.5,1.82,1.88,1.12,2026-10-07,0.375,1.15,0.0,0.0,0.0,0
XS1503131713,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1504194173,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1505554771,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1505573482,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1508450688,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1508912646,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1509006380,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1527556192,0.0,0.0,0.0,98.9,1.86,2.29,1.73,2027-05-28,1.625,1.79,0.0,0.0,0.0,0
XS1528093799,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1538284230,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1548444816,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.1,0
XS1398476793,0.0,0.0,0.0,98.51,1.36,1.66,0.68,2026-04-21,1.125,0.68,0.0,0.0,0.1,0
XS1252389983,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1403264291,0.0,0.0,0.0,93.185,29.22,29.88,2.04,2028-05-03,1.75,2.72,0.0,0.0,0.19,0
XS1405762805,0.0,0.0,0.0,99.48,1.89,2.29,1.27,2026-12-07,1.5,1.32,0.0,0.0,0.1,0
XS1408421763,0.0,0.0,0.0,83.27,3.32,3.9,9.24,2036-05-09,2.0,10.74,0.0,0.0,0.25,0
XS1409726731,0.0,0.0,0.0,81.29,3.25,3.45,9.61,2036-05-16,1.375,10.76,0.0,0.0,0.0,0
XS1410426024,0.0,0.0,0.0,94.64333,1.39,1.7,2.67,2028-05-15,1.125,2.75,0.0,0.0,0.0,0
XS1410582313,0.0,0.0,0.0,91.42,2.38,2.77,5.39,2031-05-13,1.375,5.75,0.0,0.0,0.09,0
XS1412711217,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1419869885,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1425966287,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1428773763,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1439749364,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1457608286,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1458408561,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1463101680,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1317825948,0.0,0.0,0.0,100.22,2.76,4.03,0.96,2026-09-02,2.5,1.05,0.0,0.0,0.02,0
XS1120892507,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1327504087,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1342516629,0.0,0.0,0.0,99.62,1.43,1.7,0.41,2026-01-12,1.0,0.41,0.0,0.0,0.1,0
XS1362373224,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1369250755,0.0,0.0,0.0,99.989,1.38,1.8,0.52,2026-02-23,1.625,0.53,0.0,0.0,0.2,0
XS1372839214,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1373022760,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1378880253,0.0,0.0,0.0,99.6,1.77,2.52,1.08,2026-10-01,2.875,1.13,0.0,0.0,0.1,0
XS1382696398,0.0,0.0,0.0,101.06,1.92,2.3,2.46,2028-03-21,3.0,2.6,0.0,0.0,0.0,0
XS1382791975,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1384064587,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.1,0
XS1385239006,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1392459381,0.0,0.0,0.0,100.53,1.98,2.39,0.64,2026-04-10,1.5,0.65,0.0,0.0,0.4,0
XS1394283078,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1394764689,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1236574627,0.0,0.0,0.0,98.17,2.2,2.81,0.24,2028-01-04,2.208,2.39,0.0,0.0,0.02,0
XS0880764435,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1254428896,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1269079825,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1278720237,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1280111961,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1291167226,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1292389415,0.0,0.0,0.0,98.4,1.79,2.32,1.99,2027-09-17,2.0,2.09,0.0,0.0,0.1,0
XS1292468045,0.0,0.0,0.0,96.79,-16.54,-15.97,0.09,2025-09-15,1.875,0.09,0.0,0.0,0.0,0
XS1295778275,0.0,0.0,0.0,100.083,-2.77,-2.59,0.11,2025-09-23,1.375,0.11,0.0,0.0,0.0,0
XS1308293254,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1309529680,0.0,0.0,0.0,91.98,1.85,2.23,4.87,2030-10-21,1.375,5.19,0.0,0.0,0.05,0
XS1310032187,0.0,0.0,0.0,100.259,0.73,0.9,0.19,2025-10-22,1.25,0.19,0.0,0.0,0.03,0
XS1310032260,0.0,0.0,0.0,88.7,3.1,3.39,8.74,2035-10-22,2.125,10.19,0.0,0.0,0.17,0
XS1311440082,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1316569638,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1114473579,0.0,0.0,0.0,100.12,1.5,2.07,1.07,2026-09-25,2.213,1.12,0.0,0.0,0.2,0
XS0461378415,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1128224703,0.0,0.0,0.0,110.41,1.75,2.31,3.92,2029-10-29,2.125,4.21,0.0,0.0,0.0,0
XS1130139667,0.0,0.0,0.0,99.99,1.98,2.27,1.16,2026-10-29,2.125,1.21,0.0,0.0,0.0,0
XS1135277140,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1167667283,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1180451657,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1190624038,0.0,0.0,0.0,100.46,1.97,2.3,1.47,2027-02-17,1.25,1.51,0.0,0.0,0.0,0
XS1190974011,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1196380031,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1203860934,0.0,0.0,0.0,72.0,3.45,4.09,14.92,2045-03-13,2.0,19.59,0.0,0.0,0.28,0
XS1204154410,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1208855889,0.0,0.0,0.0,100.21,1.82,2.15,1.57,2027-03-26,2.625,1.61,0.0,0.0,0.0,0
XS1208856341,0.0,0.0,0.0,96.76,2.93,3.33,8.08,2035-03-26,3.125,9.62,0.0,0.0,0.29,0
XS1211044075,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1230358019,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0875797515,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459921879,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0908570459,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0970852348,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0991099630,0.0,0.0,0.0,99.39,-9.43,-8.67,0.24,2025-11-07,2.875,0.23,0.0,0.0,0.0,0
XS1004551294,0.0,0.0,0.0,100.94,1.62,2.36,0.34,2025-12-17,2.875,0.34,0.0,0.0,0.0,0
XS1023703090,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1040506898,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1050842423,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1062900912,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1074144871,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1107727007,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1109741329,0.0,0.0,0.0,100.0,1.7,2.36,1.04,2026-09-15,2.5,1.09,0.0,0.0,0.1,0
XS1109765005,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1109802568,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS1111559925,0.0,0.0,0.0,98.35,1.74,2.3,3.81,2029-09-18,2.125,4.1,0.0,0.0,0.3,0
XS0461375312,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0162513211,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461383845,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461503251,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461569278,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461641309,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461642372,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461648650,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461651365,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0462063719,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0462067116,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0462073437,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0501195993,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0524471355,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.03,0
XS0542534192,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0553728709,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459919386,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005659294,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459924386,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460007064,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460021990,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460032336,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460036915,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460050072,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460050155,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0460111049,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461345752,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461345919,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461356445,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461359464,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461373028,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0461374182,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0161488498,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005652406,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0162869076,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0162990229,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0209139244,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0214965963,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0229567440,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0306646042,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459891866,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459891940,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459898879,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459907613,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459914072,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459914239,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459915046,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0459915806,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005659146,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005638298,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005659989,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005660094,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005661282,0.0,0.0,0.0,99.08,3.37,4.55,4.25,2031-07-24,4.375,5.95,0.0,0.0,0.0,0
IT0005661498,0.0,0.0,0.0,100.0,5.17,6.98,0.93,2032-09-22,,7.11,0.0,0.0,0.0,0
IT0005661704,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005661761,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005665507,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0006716556,0.0,0.0,0.0,100.0,14.57,15.48,0.18,2025-10-22,4.026,0.19,0.0,0.0,0.0,0
IT0006716564,0.0,0.0,0.0,101.15,1.86,3.15,0.21,2025-10-30,,0.21,0.0,0.0,0.03,0
IT0006736448,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0006736869,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0006737214,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0006769563,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
XS0161100515,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005651812,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005631293,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005652448,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005654584,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005654592,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005654634,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005655029,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005655664,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005655847,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005656282,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005656621,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005657405,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005657520,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005657645,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005657850,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005658379,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005638280,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005620650,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005639833,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005639858,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005641235,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005641763,0.0,0.0,0.0,100.0,2.28,3.09,4.18,2030-03-31,3.071,4.63,0.0,0.0,0.0,0
IT0005643041,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005643058,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005643553,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005644916,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005644924,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005646127,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005646374,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005650731,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005650830,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005651382,0.0,0.0,0.0,99.62,2.1,2.83,4.38,2030-05-21,2.75,4.77,0.0,0.0,0.0,0
IT0005630147,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005607988,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005631822,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005631921,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005632085,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005632267,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005632341,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005632358,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005633042,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005634636,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005635153,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005635963,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005636011,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005636789,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005636797,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005636805,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005620353,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005591844,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005621047,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005621138,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005621369,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005622912,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005623365,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005623753,0.0,0.0,0.0,100.0,7.69,8.54,3.68,2029-11-26,2.75,4.29,0.0,0.0,0.0,0
IT0005623761,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005623837,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005624108,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005624454,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005624462,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005624819,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005625253,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005625337,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005605669,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005582629,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005608127,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005611121,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005611253,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005611550,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005612277,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005614125,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005614273,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005614612,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005614638,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005614984,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005615122,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005619082,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005619140,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005620189,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005591109,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005570988,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005591851,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005593782,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005593790,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005595597,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005595787,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005596207,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005596363,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005597395,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005598971,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005598989,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005599946,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005600777,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005602849,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005605115,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005582298,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005555450,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005583064,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005583460,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005583593,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
IT0005584088,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0
